0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	10	10	10	10	10	0	0	0	0	0
0	0	0	0	0	0	0	0	0	10	10	10	10	10	10	10	0	0	0	0
0	0	0	0	0	0	10	10	10	10	10	10	10	10	10	10	10	0	0	0
0	0	10	10	10	10	10	10	10	10	20	20	20	10	10	10	10	10	0	0
0	0	10	10	10	10	20	20	20	20	20	20	20	20	10	10	10	10	0	0
0	0	10	10	10	20	20	20	10	0	10	10	20	20	20	10	10	10	0	0
0	0	0	10	10	20	20	20	0	0	0	0	10	20	20	10	10	10	0	0
0	0	0	10	10	20	20	20	10	0	0	0	10	20	20	10	10	0	0	0
0	0	0	10	10	20	20	20	20	20	20	20	20	20	10	10	0	0	0	0
0	0	0	0	10	20	20	30	30	30	20	20	20	20	10	0	0	0	0	0
0	0	0	10	10	10	20	30	30	30	30	30	30	20	10	0	0	0	0	0
0	0	0	10	10	10	20	30	40	40	40	30	30	20	10	10	0	0	0	0
0	0	0	10	10	20	20	30	30	30	40	30	30	20	10	10	0	0	0	0
0	10	10	10	10	10	20	20	20	20	30	30	30	30	20	20	10	0	0	0
0	10	10	10	10	10	10	20	20	20	20	10	20	20	20	20	20	10	10	0
0	10	10	10	10	10	10	20	20	10	10	10	10	10	10	20	20	10	10	0
0	0	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	0
0	0	10	10	10	10	10	20	20	10	10	10	10	10	0	0	0	0	0	0
0	0	0	0	0	0	10	20	20	10	10	0	0	0	0	0	0	0	0	0
0	0	0	0	0	10	10	20	20	10	10	10	10	0	0	10	10	10	10	0
0	0	0	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	0
0	0	0	10	10	10	10	20	20	10	10	10	10	10	10	10	10	0	0	0
0	0	0	10	10	10	10	20	20	20	20	20	20	10	10	10	10	10	0	0
0	0	0	10	10	10	20	20	20	20	20	20	20	20	10	10	10	10	0	0
0	0	0	10	10	20	20	20	10	10	10	10	20	20	20	10	10	10	0	0
0	0	0	0	10	20	20	20	10	10	10	10	10	20	20	10	10	10	0	0
0	0	0	0	10	20	20	20	10	10	10	10	10	20	20	10	10	0	0	0
0	0	0	0	10	20	20	20	20	20	20	20	20	20	10	10	0	0	0	0
0	0	0	0	10	20	20	30	30	30	20	20	20	20	10	10	0	0	0	0
0	0	0	10	10	10	20	30	30	30	30	30	30	20	10	10	10	0	0	0
0	0	10	10	10	10	20	30	30	40	40	30	30	20	10	10	10	0	0	0
0	10	10	10	10	20	20	30	30	40	40	30	30	20	10	10	0	0	0	0
0	10	10	10	10	10	20	20	20	30	30	30	30	30	20	20	10	0	0	0
0	10	10	10	10	10	10	20	20	20	20	10	20	20	20	20	20	10	10	0
0	0	0	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	0
0	0	0	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	0
0	0	0	0	10	10	10	10	10	10	0	0	0	0	0	0	0	0	0	0
0	0	0	0	10	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
